54.36.149.41 - - [22/Jan/2019:03:56:14 +0330] "GET /filter/27|13%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,27|%DA%A9%D9%85%D8%AA%D8%B1%20%D8%A7%D8%B2%205%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,p53 HTTP/1.1" 200 30577 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
46.225.135.218 - - [22/Jan/2019:04:32:12 +0330] "GET /static/bundle-bundle_site_defer.min.js HTTP/1.1" 200 185207 "https://www.zanbil.ir/product/13977/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D9%87%D9%88%D8%A7%D9%88%DB%8C-%D9%85%D8%AF%D9%84-P8-Lite-Dual-16GB-%28ALE-L21%29" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
46.225.135.218 - - [22/Jan/2019:04:32:12 +0330] "GET /static/images/amp/telegram.png HTTP/1.1" 200 4859 "https://www.zanbil.ir/product/13977/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D9%87%D9%88%D8%A7%D9%88%DB%8C-%D9%85%D8%AF%D9%84-P8-Lite-Dual-16GB-%28ALE-L21%29" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
46.225.135.218 - - [22/Jan/2019:04:32:12 +0330] "GET /static/images/amp/blog.png HTTP/1.1" 200 3863 "https://www.zanbil.ir/product/13977/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D9%87%D9%88%D8%A7%D9%88%DB%8C-%D9%85%D8%AF%D9%84-P8-Lite-Dual-16GB-%28ALE-L21%29" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
46.225.135.218 - - [22/Jan/2019:04:32:12 +0330] "GET /static/plugins/ckeditor-3.6.2.2/js/ckeditor/ckeditor.min.js HTTP/1.1" 200 116467 "https://www.zanbil.ir/product/13977/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D9%87%D9%88%D8%A7%D9%88%DB%8C-%D9%85%D8%AF%D9%84-P8-Lite-Dual-16GB-%28ALE-L21%29" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
54.36.148.243 - - [22/Jan/2019:04:32:12 +0330] "GET /filter/p44%2Cv1%7C%DA%A9%D8%B1%D9%85%2Cv1%7C%D9%86%D9%82%D8%B1%D9%87%20%D8%A7%DB%8C%20%DA%86%DA%A9%D8%B4%DB%8C HTTP/1.1" 200 33447 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
46.225.135.218 - - [22/Jan/2019:04:32:12 +0330] "GET /images/raty/star-on.png HTTP/1.1" 302 0 "https://www.zanbil.ir/product/13977/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D9%87%D9%88%D8%A7%D9%88%DB%8C-%D9%85%D8%AF%D9%84-P8-Lite-Dual-16GB-%28ALE-L21%29" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
82.102.13.137 - - [22/Jan/2019:04:32:12 +0330] "GET /image/34296?name=lenovo-ideapad-520s-i7-1.jpg&wh=200x200 HTTP/1.1" 200 7064 "-" "Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G920F Build/NRD90M)" "-"
188.158.38.30 - - [22/Jan/2019:04:32:13 +0330] "GET /image/34187?name=m12a-1.jpg&wh=200x200 HTTP/1.1" 200 5603 "-" "Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G920F Build/NRD90M)" "-"
46.225.135.218 - - [22/Jan/2019:04:32:13 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/product/13977/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D9%87%D9%88%D8%A7%D9%88%DB%8C-%D9%85%D8%AF%D9%84-P8-Lite-Dual-16GB-%28ALE-L21%29" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
204.18.175.72 - - [22/Jan/2019:04:32:13 +0330] "GET /image/40/productType/120x90 HTTP/1.1" 200 17388 "https://www.zanbil.ir/m/product/5334/11164/%D8%A8%D8%AE%D8%A7%D8%B1%DB%8C-%DA%AF%D8%A7%D8%B2%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D8%AF%D9%88%D8%AF%DA%A9%D8%B4-%D8%A2%D8%A8%D8%B3%D8%A7%D9%84-%D9%85%D8%AF%D9%84-437G" "Mozilla/5.0 (Linux; Android 6.0.1; SM-G532F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36" "-"
172.20.2.174 - - [22/Jan/2019:04:32:13 +0330] "GET /site/ping HTTP/1.1" 200 4 "-" "-" "-"
204.18.175.72 - - [22/Jan/2019:04:32:13 +0330] "GET /image/41/productType/120x90 HTTP/1.1" 200 21527 "https://www.zanbil.ir/m/product/5334/11164/%D8%A8%D8%AE%D8%A7%D8%B1%DB%8C-%DA%AF%D8%A7%D8%B2%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D8%AF%D9%88%D8%AF%DA%A9%D8%B4-%D8%A2%D8%A8%D8%B3%D8%A7%D9%84-%D9%85%D8%AF%D9%84-437G" "Mozilla/5.0 (Linux; Android 6.0.1; SM-G532F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36" "-"
46.225.135.218 - - [22/Jan/2019:04:32:13 +0330] "GET /static/images/zanbil-kharid.png HTTP/1.1" 200 358 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.215.2.31 - - [22/Jan/2019:04:32:13 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/article/626/%D8%AF%D8%B1%D8%AF%DB%8C-%DA%A9%D9%87-%D8%A7%D8%B2-%DA%AF%D8%B1%D8%AF%D9%86-%D8%A8%D9%87-%DA%A9%D8%AA%D9%81-%D9%88-%D8%B4%D8%A7%D9%86%D9%87-%D9%88-%D8%AA%D8%A7-%D8%B3%D8%B1-%D8%A7%D9%86%DA%AF%D8%B4%D8%AA%D8%A7%D9%86-%DA%A9%D8%B4%DB%8C%D8%AF%D9%87-%D9%85%DB%8C-%D8%B4%D9%88%D8%AF" "Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-J530F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.2 Chrome/51.0.2704.106 Mobile Safari/537.36" "-"
46.225.135.218 - - [22/Jan/2019:04:32:13 +0330] "GET /static/images/loading.gif HTTP/1.1" 200 7370 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
46.225.135.218 - - [22/Jan/2019:04:32:13 +0330] "GET /image/13977?name=p88.jpg&wh=50x50 HTTP/1.1" 200 1182 "https://www.zanbil.ir/product/13977/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D9%87%D9%88%D8%A7%D9%88%DB%8C-%D9%85%D8%AF%D9%84-P8-Lite-Dual-16GB-%28ALE-L21%29" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
46.225.135.218 - - [22/Jan/2019:04:32:13 +0330] "GET /image/13977?name=p8.jpg&wh=50x50 HTTP/1.1" 200 969 "https://www.zanbil.ir/product/13977/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D9%87%D9%88%D8%A7%D9%88%DB%8C-%D9%85%D8%AF%D9%84-P8-Lite-Dual-16GB-%28ALE-L21%29" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
46.225.135.218 - - [22/Jan/2019:04:32:13 +0330] "GET /static/images/raty/star-on.png HTTP/1.1" 200 654 "https://www.zanbil.ir/product/13977/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D9%87%D9%88%D8%A7%D9%88%DB%8C-%D9%85%D8%AF%D9%84-P8-Lite-Dual-16GB-%28ALE-L21%29" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.215.2.31 - - [22/Jan/2019:04:32:13 +0330] "GET /image/get?path=/Image/9eu7i3z7.jpg HTTP/1.1" 200 136498 "https://www.zanbil.ir/m/article/626/%D8%AF%D8%B1%D8%AF%DB%8C-%DA%A9%D9%87-%D8%A7%D8%B2-%DA%AF%D8%B1%D8%AF%D9%86-%D8%A8%D9%87-%DA%A9%D8%AA%D9%81-%D9%88-%D8%B4%D8%A7%D9%86%D9%87-%D9%88-%D8%AA%D8%A7-%D8%B3%D8%B1-%D8%A7%D9%86%DA%AF%D8%B4%D8%AA%D8%A7%D9%86-%DA%A9%D8%B4%DB%8C%D8%AF%D9%87-%D9%85%DB%8C-%D8%B4%D9%88%D8%AF" "Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-J530F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.2 Chrome/51.0.2704.106 Mobile Safari/537.36" "-"
5.215.2.31 - - [22/Jan/2019:04:32:13 +0330] "GET /amp-helper-frame.html?appId=a624a1c1-0c93-466a-a546-e146710f97e6&parentOrigin=https://www.zanbil.ir HTTP/1.1" 200 133 "https://www.zanbil.ir/m/article/626/%D8%AF%D8%B1%D8%AF%DB%8C-%DA%A9%D9%87-%D8%A7%D8%B2-%DA%AF%D8%B1%D8%AF%D9%86-%D8%A8%D9%87-%DA%A9%D8%AA%D9%81-%D9%88-%D8%B4%D8%A7%D9%86%D9%87-%D9%88-%D8%AA%D8%A7-%D8%B3%D8%B1-%D8%A7%D9%86%DA%AF%D8%B4%D8%AA%D8%A7%D9%86-%DA%A9%D8%B4%DB%8C%D8%AF%D9%87-%D9%85%DB%8C-%D8%B4%D9%88%D8%AF" "Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-J530F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.2 Chrome/51.0.2704.106 Mobile Safari/537.36" "-"
17.58.102.43 - - [22/Jan/2019:04:32:13 +0330] "GET /filter/b211%2Cb502%2Cb229%2Cb99%2Cb367%2Cb343%2Cb323%2Cb514%2Cb533%2Cb553%2Cb509%2Cb2%2Cb246%2Cb334%2Cb185%2Cb374%2Cb448%2Cb208%2Cb32%2Cb734 HTTP/1.1" 200 38681 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)" "-"
66.249.66.194 - - [22/Jan/2019:04:32:13 +0330] "GET /m/filter?f=p22060%2Cb696%2Cv1%7C+%D8%A2%D8%A8%DB%8C%2Cb697&o=b HTTP/1.1" 302 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
66.249.66.194 - - [22/Jan/2019:04:32:13 +0330] "GET /filter/p22060%2Cb696%2Cv1%7C%20%D8%A2%D8%A8%DB%8C%2Cb697?o=b HTTP/1.1" 302 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
66.249.66.194 - - [22/Jan/2019:04:32:13 +0330] "GET /m/filter?f=p11673%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C+%D8%B3%D8%B1%D8%AE%D8%A7%D8%A8%DB%8C%2Cv1%7C%D8%B1%D9%86%DA%AF+%D8%B3%D9%81%D8%A7%D8%B1%D8%B4%DB%8C%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C+%DA%A9%D8%B1%D9%85.%2Cv1%7C%D8%B7%D9%88%D8%B3%DB%8C+%D9%85%D8%B4%DA%A9%DB%8C%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C.%2Cv1%7C%D8%A7%D8%B1%D8%BA%D9%88%D8%A7%D9%86%DB%8C+%D8%A8%D9%86%D9%81%D8%B4%2Cv1%7C%D8%B7%D8%B1%D8%AD+%DA%A9%D8%A7%D8%B1%D8%AA%D9%88%D9%86%DB%8C%2Cb778%2Cb854%2Cv1%7C%D8%B4%DB%8C%D8%B7%D9%88%D9%86%DA%A9+%D8%AE%D8%A7%DA%A9%D8%B3%D8%AA%D8%B1%DB%8C%2Cv1%7C%D8%B7%D9%88%D8%B3%DB%8C+%D9%82%D8%B1%D9%85%D8%B2%2Cb570&sort=sortField&dir=sortDirection&page=0&o=v1 HTTP/1.1" 302 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
66.249.66.194 - - [22/Jan/2019:04:32:14 +0330] "GET /filter/p11673%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C%20%D8%B3%D8%B1%D8%AE%D8%A7%D8%A8%DB%8C%2Cv1%7C%D8%B1%D9%86%DA%AF%20%D8%B3%D9%81%D8%A7%D8%B1%D8%B4%DB%8C%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C%20%DA%A9%D8%B1%D9%85.%2Cv1%7C%D8%B7%D9%88%D8%B3%DB%8C%20%D9%85%D8%B4%DA%A9%DB%8C%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C.%2Cv1%7C%D8%A7%D8%B1%D8%BA%D9%88%D8%A7%D9%86%DB%8C%20%D8%A8%D9%86%D9%81%D8%B4%2Cv1%7C%D8%B7%D8%B1%D8%AD%20%DA%A9%D8%A7%D8%B1%D8%AA%D9%88%D9%86%DB%8C%2Cb778%2Cb854%2Cv1%7C%D8%B4%DB%8C%D8%B7%D9%88%D9%86%DA%A9%20%D8%AE%D8%A7%DA%A9%D8%B3%D8%AA%D8%B1%DB%8C%2Cv1%7C%D8%B7%D9%88%D8%B3%DB%8C%20%D9%82%D8%B1%D9%85%D8%B2%2Cb570?sort=sortField&page=0&dir=sortDirection&o=v1 HTTP/1.1" 302 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
204.18.175.72 - - [22/Jan/2019:04:32:14 +0330] "GET /image/42/productType/120x90 HTTP/1.1" 200 10949 "https://www.zanbil.ir/m/product/5334/11164/%D8%A8%D8%AE%D8%A7%D8%B1%DB%8C-%DA%AF%D8%A7%D8%B2%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D8%AF%D9%88%D8%AF%DA%A9%D8%B4-%D8%A2%D8%A8%D8%B3%D8%A7%D9%84-%D9%85%D8%AF%D9%84-437G" "Mozilla/5.0 (Linux; Android 6.0.1; SM-G532F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36" "-"
204.18.175.72 - - [22/Jan/2019:04:32:14 +0330] "GET /image/43/productType/120x90 HTTP/1.1" 200 10554 "https://www.zanbil.ir/m/product/5334/11164/%D8%A8%D8%AE%D8%A7%D8%B1%DB%8C-%DA%AF%D8%A7%D8%B2%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D8%AF%D9%88%D8%AF%DA%A9%D8%B4-%D8%A2%D8%A8%D8%B3%D8%A7%D9%84-%D9%85%D8%AF%D9%84-437G" "Mozilla/5.0 (Linux; Android 6.0.1; SM-G532F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36" "-"
66.249.66.194 - - [22/Jan/2019:04:32:14 +0330] "GET /filter/p22060%2Cb696%2Cv1%7C%20%D8%A2%D8%A8%DB%8C%2Cb697 HTTP/1.1" 200 29397 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
5.215.2.31 - - [22/Jan/2019:04:32:14 +0330] "GET /favicon.ico HTTP/1.1" 200 0 "https://www.zanbil.ir/m/article/626/%D8%AF%D8%B1%D8%AF%DB%8C-%DA%A9%D9%87-%D8%A7%D8%B2-%DA%AF%D8%B1%D8%AF%D9%86-%D8%A8%D9%87-%DA%A9%D8%AA%D9%81-%D9%88-%D8%B4%D8%A7%D9%86%D9%87-%D9%88-%D8%AA%D8%A7-%D8%B3%D8%B1-%D8%A7%D9%86%DA%AF%D8%B4%D8%AA%D8%A7%D9%86-%DA%A9%D8%B4%DB%8C%D8%AF%D9%87-%D9%85%DB%8C-%D8%B4%D9%88%D8%AF" "Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-J530F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.2 Chrome/51.0.2704.106 Mobile Safari/537.36" "-"
172.80.205.91 - - [22/Jan/2019:04:32:14 +0330] "GET /m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher HTTP/1.1" 200 19336 "https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/browse/dishwasher/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C?amp_js_v=0.1&usqp=mq331AQECAEoAQ%3D%3D" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
157.55.13.64 - - [22/Jan/2019:04:32:15 +0330] "GET /product/26483 HTTP/1.1" 200 41378 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
66.249.66.194 - - [22/Jan/2019:04:32:15 +0330] "GET /filter/p11673%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C%20%D8%B3%D8%B1%D8%AE%D8%A7%D8%A8%DB%8C%2Cv1%7C%D8%B1%D9%86%DA%AF%20%D8%B3%D9%81%D8%A7%D8%B1%D8%B4%DB%8C%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C%20%DA%A9%D8%B1%D9%85.%2Cv1%7C%D8%B7%D9%88%D8%B3%DB%8C%20%D9%85%D8%B4%DA%A9%DB%8C%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C.%2Cv1%7C%D8%A7%D8%B1%D8%BA%D9%88%D8%A7%D9%86%DB%8C%20%D8%A8%D9%86%D9%81%D8%B4%2Cv1%7C%D8%B7%D8%B1%D8%AD%20%DA%A9%D8%A7%D8%B1%D8%AA%D9%88%D9%86%DB%8C%2Cb778%2Cb854%2Cv1%7C%D8%B4%DB%8C%D8%B7%D9%88%D9%86%DA%A9%20%D8%AE%D8%A7%DA%A9%D8%B3%D8%AA%D8%B1%DB%8C%2Cv1%7C%D8%B7%D9%88%D8%B3%DB%8C%20%D9%82%D8%B1%D9%85%D8%B2%2Cb570?sort=sortField&dir=sortDirection&page=0 HTTP/1.1" 200 32859 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
172.80.205.91 - - [22/Jan/2019:04:32:15 +0330] "GET /static/images/guarantees/goodShopping.png HTTP/1.1" 200 6496 "https://www.zanbil.ir/m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
172.80.205.91 - - [22/Jan/2019:04:32:15 +0330] "GET /static/images/guarantees/warranty.png HTTP/1.1" 200 5807 "https://www.zanbil.ir/m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
172.80.205.91 - - [22/Jan/2019:04:32:15 +0330] "GET /static/images/guarantees/bestPrice.png HTTP/1.1" 200 7356 "https://www.zanbil.ir/m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
172.80.205.91 - - [22/Jan/2019:04:32:15 +0330] "GET /static/images/guarantees/support.png HTTP/1.1" 200 6454 "https://www.zanbil.ir/m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
172.80.205.91 - - [22/Jan/2019:04:32:15 +0330] "GET /static/images/guarantees/fastDelivery.png HTTP/1.1" 200 7713 "https://www.zanbil.ir/m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
172.80.205.91 - - [22/Jan/2019:04:32:15 +0330] "GET /static/css/font/wyekan/font.woff HTTP/1.1" 200 28536 "https://www.zanbil.ir/m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
46.225.135.218 - - [22/Jan/2019:04:32:15 +0330] "GET /site/alexaGooleAnalitic HTTP/1.1" 200 323 "https://www.zanbil.ir/product/13977/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D9%87%D9%88%D8%A7%D9%88%DB%8C-%D9%85%D8%AF%D9%84-P8-Lite-Dual-16GB-%28ALE-L21%29" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
66.249.66.91 - - [22/Jan/2019:04:32:15 +0330] "GET /filter/b36%2Cb41%2Cb598%2Cb168%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb35%2Cb321%2Cb5%2Cb261%2Cb442%2Cb484%2Cb723%2Cb192%2Cb724%2Cb435%2Cb183%2Cb542%2Cb135%2Cb63%2Cb497%2Cb619%2Cb613%2Cb126%2Cb74%2Cb441%2Cb568%2Cb880%2Cb647%2Cb185%2Cb584%2Cb224%2Cb213%2Cb3%2Cb570%2Cb198%2Cb238%2Cb485%2Cb574%2Cb186%2Cb548%2Cstexists%2Cb215%2Cb904%2Cb615%2Cb603%2Cb203%2Cb43%2Cb152%2Cb95%2Cb147%2Cb143%2Cb656%2Cb2%2Cb308%2Cb80%2Cb22%2Cb883%2Cb523%2Cb903?page=84 HTTP/1.1" 200 42109 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
172.80.205.91 - - [22/Jan/2019:04:32:16 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
172.80.205.91 - - [22/Jan/2019:04:32:16 +0330] "GET /image/61790/productModel/200x200 HTTP/1.1" 200 3943 "https://www.zanbil.ir/m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
172.80.205.91 - - [22/Jan/2019:04:32:16 +0330] "GET /image/65327/productModel/200x200 HTTP/1.1" 200 3845 "https://www.zanbil.ir/m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
172.80.205.91 - - [22/Jan/2019:04:32:16 +0330] "GET /image/54272/productModel/200x200 HTTP/1.1" 200 3298 "https://www.zanbil.ir/m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
172.80.205.91 - - [22/Jan/2019:04:32:16 +0330] "GET /image/61065/productModel/200x200 HTTP/1.1" 200 4912 "https://www.zanbil.ir/m/filter/p5%2Ct29?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C&productType=dishwasher" "Mozilla/5.0 (Linux; Android 8.0.0; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
